Shipment_ID,Order_ID,Agent_ID,Route_ID,Warehouse_ID,Pickup_Date,Delivery_Date,Delivery_Status,Delay_Hours,Delivery_Feedback,Delay_Reason
S00900,O0201,A0017,R016,W010,2024-04-21 04:19:02,2024-04-22 14:43:52,Delivered,0.6,Positive,Weather
S00901,O0146,A0021,R002,W001,2024-07-26 04:24:34,2024-07-27 07:01:59,Delivered,0.4,Positive,Traffic
S00902,O0188,A0023,R019,W001,2024-09-01 22:03:24,2024-09-02 17:07:02,In Transit,0.2,Positive,Weather
S00903,O0220,A0023,R012,W007,2024-12-08 22:08:58,2024-12-11 17:05:04,Delivered,3.6,Positive,Weather
S00904,O0127,A0016,R010,W010,2025-08-21 03:05:45,2025-08-23 11:00:54,Delivered,43.7,Positive,Technical Issue
S00905,O0059,A0022,R006,W001,2025-07-28 05:35:32,2025-07-29 09:07:45,Delivered,0.1,Positive,Weather
S00906,O0217,A0037,R017,W007,2025-06-05 10:28:12,2025-06-07 05:34:05,Delivered,0.8,Positive,Traffic
S00907,O0012,A0021,R013,W010,2025-09-29 00:54:20,2025-09-30 22:29:55,Delivered,1.1,Positive,Traffic
S00908,O0251,A0007,R007,W006,2025-03-05 00:41:59,2025-03-09 12:48:44,Delivered,65.7,Positive,Traffic
S00909,O0174,A0011,R020,W005,2024-01-16 12:46:29,2024-01-17 06:10:20,Delivered,0.5,Negative,Weather
S00910,O0039,A0035,R007,W005,2025-09-15 17:08:11,2025-09-17 10:46:44,Delivered,2.1,Neutral,Technical Issue
S00911,O0294,A0026,R008,W010,2025-01-21 08:05:07,2025-01-22 14:14:19,Delivered,12.1,Positive,Traffic
S00912,O0297,A0007,R019,W006,2024-11-17 15:15:07,2024-11-18 10:02:31,Delivered,3,Positive,Weather
S00913,O0272,A0031,R014,W004,2024-12-09 11:39:33,2024-12-10 21:07:54,Delivered,0.5,Neutral,Traffic
S00914,O0155,A0033,R010,W007,2024-04-04 05:48:51,2024-04-05 00:27:17,Delivered,3.1,Positive,Traffic
S00915,O0213,A0026,R009,W010,2024-10-30 11:01:43,2024-10-31 08:08:25,Delivered,0.6,Positive,Weather
S00916,O0281,A0012,R001,W009,2025-04-09 15:20:47,2025-04-11 12:27:58,Delivered,1.9,Positive,Weather
S00917,O0240,A0018,R018,W010,2024-03-20 12:41:40,2024-03-23 21:34:29,Delivered,18.5,Neutral,Traffic
S00918,O0031,A0034,R007,W006,2024-09-29 23:36:17,2024-10-01 09:34:41,Delivered,1.5,Positive,Weather
S00919,O0154,A0028,R014,W006,2025-08-30 08:51:09,2025-08-31 23:13:43,Delivered,1.7,Neutral,Traffic
S00920,O0212,A0018,R010,W003,2024-05-03 21:28:20,2024-05-04 14:59:36,Delivered,1.7,Positive,Weather
S00921,O0123,A0008,R005,W004,2025-07-07 11:52:30,2025-07-10 21:52:19,Delivered,60.5,Positive,Traffic
S00922,O0159,A0030,R016,W009,2025-09-06 01:25:25,2025-09-07 13:02:05,In Transit,2.3,Positive,Technical Issue
S00923,O0019,A0013,R006,W005,2024-11-29 03:05:50,2024-11-30 12:37:51,Delivered,0.5,Neutral,Traffic
S00924,O0143,A0043,R018,W003,2024-09-24 14:58:06,2024-10-06 06:22:33,Delivered,232.3,Positive,Traffic
S00925,O0249,A0002,R002,W002,2025-03-29 23:07:05,2025-03-31 01:54:14,Returned,0,Negative,None
S00926,O0033,A0027,R012,W002,2024-07-25 10:40:55,2024-07-27 05:25:46,Delivered,1.2,Positive,Traffic
S00927,O0293,A0048,R017,W002,2024-04-08 00:14:24,2024-04-14 08:05:31,Delivered,109.6,Positive,Technical Issue
S00928,O0269,A0017,R016,W002,2025-01-13 17:39:43,2025-01-15 18:32:26,Delivered,2.5,Positive,Traffic
S00929,O0161,A0022,R019,W007,2025-07-27 17:20:23,2025-08-02 21:00:46,Delivered,129,Negative,Technical Issue
S00930,O0112,A0010,R004,W003,2025-05-03 08:15:05,2025-05-05 15:24:37,Delivered,1.7,Negative,Traffic
S00931,O0131,A0038,R002,W008,2025-05-16 14:41:57,2025-05-17 15:49:05,Delivered,0.5,Positive,Weather
S00932,O0058,A0021,R018,W007,2024-10-02 01:32:07,2024-10-07 19:03:58,Delivered,79.2,Positive,Traffic
S00933,O0075,A0024,R016,W006,2024-04-18 05:39:23,2024-04-19 13:57:14,Delivered,1,Positive,Technical Issue
S00934,O0018,A0048,R002,W004,2025-01-26 05:57:09,2025-01-27 04:29:14,Delivered,1,Positive,Technical Issue
S00935,O0186,A0044,R004,W009,2025-09-02 09:12:58,2025-09-05 07:02:49,Delivered,1,Neutral,Traffic
S00936,O0202,A0017,R010,W002,2025-05-23 21:19:20,2025-05-24 15:59:18,Delivered,1.4,Neutral,Traffic
S00937,O0083,A0029,R011,W007,2025-01-14 07:11:08,2025-01-17 15:17:38,Delivered,57.3,Positive,Traffic
S00938,O0252,A0031,R014,W006,2025-07-12 04:41:53,2025-07-14 16:26:57,Delivered,23.7,Neutral,Traffic
S00939,O0052,A0011,R009,W009,2025-07-04 05:08:38,2025-07-05 01:58:58,Delivered,0.8,Positive,Technical Issue
S00940,O0281,A0048,R011,W008,2025-04-12 19:20:23,2025-04-16 00:37:25,Delivered,59.6,Positive,Technical Issue
S00941,O0095,A0041,R015,W003,2024-01-29 18:47:13,2024-01-30 12:05:51,Delivered,0.4,Negative,Traffic
S00942,O0157,A0021,R019,W002,2024-01-30 23:44:35,2024-01-31 19:22:33,Delivered,1.8,Positive,Technical Issue
S00943,O0067,A0039,R014,W006,2025-06-23 04:56:07,2025-06-26 11:16:07,Delivered,42.2,Positive,Weather
S00944,O0069,A0017,R006,W010,2024-11-06 02:54:24,2024-11-07 09:32:51,Delivered,1,Neutral,Traffic
S00945,O0213,A0024,R006,W007,2024-10-29 15:17:40,2024-10-30 22:33:06,Delivered,1.5,Positive,Technical Issue
S00946,O0012,A0036,R020,W004,2025-09-26 06:00:10,2025-09-27 07:46:42,Delivered,2.6,Negative,Traffic
S00947,O0087,A0004,R013,W010,2025-10-01 03:29:11,2025-10-03 00:15:43,Delivered,1.2,Negative,Technical Issue
S00948,O0046,A0024,R006,W010,2025-05-12 08:18:50,2025-05-16 03:26:23,Delivered,61.5,Positive,Weather
S00949,O0223,A0050,R015,W008,2025-04-29 22:03:11,2025-05-01 23:40:18,In Transit,37.6,Positive,Weather
S00950,O0098,A0018,R010,W008,2024-05-01 18:45:53,2024-05-02 13:13:58,Delivered,4.1,Positive,Weather
S00951,O0106,A0039,R007,W005,2024-10-25 14:32:49,2024-10-27 09:47:32,Delivered,1.9,Positive,Weather
S00952,O0210,A0010,R001,W005,2024-06-13 19:53:15,2024-06-15 10:34:41,Delivered,0.7,Positive,Traffic
S00953,O0128,A0024,R019,W008,2024-01-07 13:10:57,2024-01-08 03:32:35,Delivered,0.8,Positive,Traffic
S00954,O0166,A0045,R013,W004,2024-11-14 23:06:56,2024-11-19 02:49:01,Delivered,55.5,Positive,Traffic
S00955,O0132,A0005,R004,W009,2025-02-18 07:54:22,2025-02-20 11:15:05,Delivered,1.2,Positive,Traffic
S00956,O0121,A0031,R012,W010,2024-09-07 07:46:43,2024-09-11 18:37:35,Delivered,62.9,Positive,Traffic
S00957,O0024,A0001,R009,W009,2025-08-25 04:24:40,2025-08-26 02:30:56,Delivered,0.6,Positive,Technical Issue
S00958,O0203,A0043,R012,W003,2025-04-14 04:42:12,2025-04-16 11:26:00,Delivered,1.9,Positive,Traffic
S00959,O0134,A0011,R017,W008,2024-01-30 20:05:55,2024-02-01 20:25:46,Delivered,0.1,Positive,Weather
S00960,O0163,A0046,R017,W007,2024-09-07 20:37:46,2024-09-09 22:46:37,Delivered,1.4,Neutral,Traffic
S00961,O0023,A0009,R016,W005,2025-08-03 08:45:07,2025-08-07 15:34:58,Delivered,72.6,Positive,Traffic
S00962,O0145,A0017,R020,W005,2024-01-31 22:45:14,2024-02-01 20:18:31,Delivered,0.1,Positive,Technical Issue
S00963,O0085,A0021,R016,W003,2024-02-15 12:57:47,2024-02-17 00:11:50,Delivered,3.1,Positive,Traffic
S00964,O0226,A0004,R007,W003,2025-04-12 08:55:39,2025-04-14 01:31:49,Delivered,0.5,Neutral,Technical Issue
S00965,O0241,A0017,R006,W008,2025-03-13 13:19:47,2025-03-23 23:03:38,Delivered,226.1,Positive,Traffic
S00966,O0254,A0003,R015,W006,2024-11-04 08:45:08,2024-11-04 22:40:30,Delivered,0.6,Neutral,Weather
S00967,O0253,A0008,R005,W002,2024-10-08 09:23:52,2024-10-10 00:24:44,Delivered,6.4,Positive,Traffic
S00968,O0146,A0012,R006,W009,2024-07-24 23:16:26,2024-07-27 21:41:10,Delivered,44.7,Positive,Weather
S00969,O0300,A0014,R019,W001,2024-10-17 17:41:02,2024-10-18 09:12:45,Delivered,0,Positive,Traffic
S00970,O0040,A0016,R016,W002,2024-07-26 12:17:39,2024-07-28 04:11:44,Delivered,0.9,Positive,Traffic
S00971,O0063,A0026,R012,W010,2025-06-04 14:41:46,2025-06-06 21:57:36,Delivered,0.4,Positive,Traffic
S00972,O0042,A0030,R016,W008,2024-03-11 22:06:53,2024-03-13 11:16:05,Delivered,0,Positive,None
S00973,O0003,A0022,R002,W010,2025-03-11 12:59:12,2025-03-18 06:02:05,Delivered,138.5,Neutral,Traffic
S00974,O0292,A0009,R007,W001,2024-09-23 23:55:47,2024-09-25 13:45:49,Delivered,4.9,Positive,Technical Issue
S00975,O0029,A0048,R003,W009,2024-05-02 09:26:10,2024-05-03 17:47:00,Delivered,1.6,Positive,Traffic
S00976,O0131,A0012,R008,W007,2025-05-12 01:48:12,2025-05-13 07:02:42,Delivered,13.3,Positive,Traffic
S00977,O0084,A0025,R013,W005,2024-05-16 01:20:11,2024-05-17 12:59:14,Delivered,0,Neutral,None
S00978,O0153,A0032,R014,W005,2025-07-11 15:34:35,2025-07-13 08:31:21,Delivered,1,Neutral,Traffic
S00979,O0050,A0024,R017,W004,2024-02-29 16:00:34,2024-03-04 02:31:06,In Transit,30.6,Positive,Traffic
S00980,O0244,A0018,R019,W010,2024-11-01 04:05:00,2024-11-02 18:43:17,Delivered,22.7,Neutral,Technical Issue
S00981,O0189,A0040,R006,W007,2024-05-03 11:20:14,2024-05-04 17:29:34,Delivered,0.6,Positive,Traffic
S00982,O0263,A0022,R015,W004,2024-02-13 16:43:38,2024-02-18 17:54:22,Delivered,106.8,Positive,Traffic
S00983,O0270,A0041,R017,W002,2024-10-11 23:57:28,2024-10-14 03:53:01,Delivered,1.7,Neutral,Weather
S00984,O0245,A0020,R005,W003,2025-08-07 12:43:23,2025-08-11 07:20:11,Delivered,59.3,Positive,Technical Issue
S00985,O0268,A0028,R010,W010,2025-03-31 12:15:06,2025-04-01 01:47:07,Delivered,1.1,Neutral,Traffic
S00986,O0024,A0033,R004,W009,2025-08-24 05:34:45,2025-08-27 02:31:07,Delivered,4,Positive,Traffic
S00987,O0292,A0017,R012,W005,2024-09-22 16:36:17,2024-09-26 19:12:08,Delivered,53.8,Positive,Technical Issue
S00988,O0009,A0008,R015,W003,2024-04-11 03:22:37,2024-04-11 19:59:57,Delivered,2.6,Neutral,Traffic
S00989,O0214,A0046,R010,W006,2025-05-14 09:45:31,2025-05-16 18:44:49,Delivered,40.9,Positive,Weather
S00990,O0231,A0040,R009,W006,2024-10-22 15:58:02,2024-10-23 14:23:46,In Transit,1.9,Positive,Technical Issue
S00991,O0133,A0044,R004,W007,2025-07-04 01:38:02,2025-07-06 01:40:48,Delivered,0.2,Positive,Traffic
S00992,O0060,A0001,R006,W008,2024-08-13 16:52:41,2024-08-16 11:38:19,Delivered,41.2,Positive,Traffic
S00993,O0250,A0020,R020,W010,2024-05-16 17:39:46,2024-05-18 18:09:07,Delivered,28.8,Positive,Weather
S00994,O0045,A0009,R005,W001,2024-12-05 06:39:15,2024-12-07 18:23:31,Delivered,27.4,Positive,Traffic
S00995,O0097,A0002,R007,W008,2024-12-24 16:42:19,2024-12-26 08:19:39,Delivered,2.9,Neutral,Traffic
S00996,O0224,A0041,R018,W004,2024-02-07 15:33:08,2024-02-10 01:58:58,In Transit,16.2,Positive,Weather
S00997,O0076,A0031,R014,W001,2024-04-20 02:11:23,2024-04-29 09:10:30,Delivered,193.7,Neutral,Traffic
S00998,O0228,A0032,R016,W001,2025-10-04 11:46:44,2025-10-06 00:40:27,Delivered,2.9,Positive,Traffic
S00999,O0151,A0037,R013,W001,2025-01-07 23:25:39,2025-01-09 15:24:25,Delivered,0.1,Positive,Weather
S01000,O0222,A0027,R016,W010,2024-09-01 11:08:14,2024-09-07 03:43:51,Delivered,102.2,Positive,Technical Issue
